instrumento,mercado,periodo,tipo_calificacion,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,monto,es_oficial
BONO ENTEL 2027,Bolsa de Santiago,2021-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3621709,true
BONO COPEC 2029,Bolsa de Santiago,2021-Q3,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,4152255,true
BCP-2026,Bolsa de Santiago,2024-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8622485,true
BCI AM DEUDA,Bolsa Electrónica,2023-Q2,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,10387404,false
BTU-2024,Bolsa de Santiago,2022-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3082009,true
BCP-2029,Bolsa de Santiago,2024-Q3,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.033,0.033,0.033,9370195,true
BCP-2032,Bolsa de Santiago,2023-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2111381,true
BCU-2025,Bolsa de Santiago,2024-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6219793,true
ENEL CHILE,Bolsa de Santiago,2023-Q2,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1141316,true
SQM-A,Bolsa de Santiago,2022-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2556014,true
FONDO MUTUO AFP PLANVITAL,Bolsa Electrónica,2022-Q4,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,2522451,true
COLBUN,Bolsa de Santiago,2023-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4282275,true
BONO SQM 2028,Bolsa de Santiago,2021-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3664264,true
SQM-B,Bolsa de Santiago,2021-Q4,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,4019369,true
BCI AM DEUDA,Bolsa Electrónica,2021-Q3,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7010454,true
BONO COLBUN 2028,Bolsa de Santiago,2023-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5565487,true
SANTANDER AM ACCIONES,Bolsa Electrónica,2024-Q2,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9056644,true
SONDA,Bolsa de Santiago,2023-Q1,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,3719410,true
BCU-2026,Bolsa de Santiago,2021-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9465086,true
SM-CHILE B,Bolsa de Santiago,2022-Q1,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,2477321,true
SONDA,Bolsa de Santiago,2023-Q4,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,2144601,true
FONDO MUTUO AFP PROVIDA,Bolsa Electrónica,2022-Q3,Mixto,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,11986650,false
VAPORES,Bolsa de Santiago,2023-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4445062,true
SQM-B,Bolsa de Santiago,2024-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3906660,true
SECURITY,Bolsa de Santiago,2021-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4372819,true
BTU-2024,Bolsa de Santiago,2021-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7781340,true
SANTANDER AM ACCIONES,Bolsa Electrónica,2024-Q1,Mixto,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,2985340,false
FONDO MUTUO AFP HABITAT,Bolsa Electrónica,2023-Q3,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8739865,true
MALLPLAZA,Bolsa de Santiago,2022-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1694907,true
BCP-2032,Bolsa de Santiago,2024-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5703000,true
PRINCIPAL BONOS,Bolsa Electrónica,2024-Q2,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6058226,false
BCU-2030,Bolsa de Santiago,2023-Q2,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,3149836,true
BCP-2027,Bolsa de Santiago,2021-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4110950,true
BONO ENEX 2027,Bolsa de Santiago,2024-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2594846,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2024-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3948951,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2024-Q2,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4058206,false
RIPLEY,Bolsa de Santiago,2023-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3192589,true
BCP-2028,Bolsa de Santiago,2023-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2401420,true
SQM-A,Bolsa de Santiago,2024-Q3,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,4345853,true
IANSA,Bolsa de Santiago,2024-Q2,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,3372746,true
BANCO DE CHILE,Bolsa de Santiago,2022-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1473030,true
CENCOSUD,Bolsa de Santiago,2024-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4814860,true
ENEL AMERICAS,Bolsa de Santiago,2021-Q3,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.025,0.025,1194395,true
BCP-2031,Bolsa de Santiago,2024-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9457418,true
PRINCIPAL BONOS,Bolsa Electrónica,2022-Q3,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,3651011,true
PRINCIPAL ACCIONES,Bolsa Electrónica,2021-Q2,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5654948,false
BONO COLBUN 2028,Bolsa de Santiago,2023-Q4,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,5585331,true
FALABELLA,Bolsa de Santiago,2021-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4539383,true
BONO COPEC 2029,Bolsa de Santiago,2023-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7864453,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2024-Q1,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6879955,false
BCI AM DEUDA,Bolsa Electrónica,2023-Q3,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6650233,false
FONDO MUTUO AFP PROVIDA,Bolsa Electrónica,2022-Q3,Ganancia Capital,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3368522,true
BONO ESVAL 2027,Bolsa de Santiago,2021-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6937427,true
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2021-Q3,Ganancia Capital,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,11624572,false
BCP-2032,Bolsa de Santiago,2024-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6154474,true
BCP-2030,Bolsa de Santiago,2022-Q4,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,9741771,true
FONDO MUTUO AFP HABITAT,Bolsa Electrónica,2024-Q3,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8605805,false
BESALCO,Bolsa de Santiago,2022-Q4,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,596068,true
BANCHILE RENTA FIJA,Bolsa Electrónica,2021-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5455610,false
SECURITY,Bolsa de Santiago,2023-Q1,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.033,0.033,0.033,1399257,true
BCI AM DEUDA,Bolsa Electrónica,2023-Q2,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4342386,false
BONO ENTEL 2027,Bolsa de Santiago,2022-Q3,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,4009905,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2024-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6874363,true
SONDA,Bolsa de Santiago,2023-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4208513,true
MASISA,Bolsa de Santiago,2024-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2385552,true
PRINCIPAL BONOS,Bolsa Electrónica,2021-Q1,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4560737,false
PRINCIPAL ACCIONES,Bolsa Electrónica,2021-Q2,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,2490713,true
BCU-2029,Bolsa de Santiago,2024-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7796216,true
BESALCO,Bolsa de Santiago,2021-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2800300,true
BCP-2025,Bolsa de Santiago,2021-Q3,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,9693248,true
BTU-2024,Bolsa de Santiago,2023-Q4,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,6883192,true
BONO ESVAL 2027,Bolsa de Santiago,2023-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4494535,true
ENDESA,Bolsa de Santiago,2024-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4243071,true
BONO COLBUN 2028,Bolsa de Santiago,2021-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6169905,true
SECURITY AM BONOS,Bolsa Electrónica,2021-Q4,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,9659930,false
SECURITY AM BONOS,Bolsa Electrónica,2023-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8389547,false
BONO ENTEL 2027,Bolsa de Santiago,2024-Q4,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,2136657,true
CMPC,Bolsa de Santiago,2024-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2923838,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2024-Q2,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8133630,true
BANCHILE ACCIONES,Bolsa Electrónica,2023-Q1,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9988090,false
BONO COPEC 2029,Bolsa de Santiago,2021-Q3,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,4537584,true
SECURITY,Bolsa de Santiago,2022-Q1,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.033,0.033,0.033,2662744,true
PARAUCO,Bolsa de Santiago,2021-Q4,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,3445757,true
BONO ENDESA 2029,Bolsa de Santiago,2023-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4326512,true
BONO ENDESA 2029,Bolsa de Santiago,2023-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3789305,true
BCP-2025,Bolsa de Santiago,2024-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4101259,true
BCU-2028,Bolsa de Santiago,2022-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8765393,true
ENJOY,Bolsa de Santiago,2021-Q3,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.033,0.033,0.033,3471284,true
FALABELLA,Bolsa de Santiago,2022-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4874598,true
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2022-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,10920320,true
SECURITY AM BONOS,Bolsa Electrónica,2021-Q2,Ganancia Capital,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2827180,false
BCP-2025,Bolsa de Santiago,2023-Q3,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,5811010,true
BONO CMPC 2026,Bolsa de Santiago,2024-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5048572,true
BONO BCI 2029,Bolsa de Santiago,2022-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4253159,true
BTU-2025,Bolsa de Santiago,2023-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9004941,true
CENCOSUD,Bolsa de Santiago,2023-Q4,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,3880700,true
BANCO BCI,Bolsa de Santiago,2021-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1389881,true
SECURITY AM BONOS,Bolsa Electrónica,2024-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2956244,false
BTU-2025,Bolsa de Santiago,2022-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9212635,true
VAPORES,Bolsa de Santiago,2024-Q3,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,3032079,true
BCU-2024,Bolsa de Santiago,2021-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7302329,true
BONO COLBUN 2028,Bolsa de Santiago,2024-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6712083,true
MASISA,Bolsa de Santiago,2021-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1588344,true
FONDO MUTUO AFP HABITAT,Bolsa Electrónica,2024-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9911378,true
BONO ENDESA 2029,Bolsa de Santiago,2022-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6596209,true
FONDO MUTUO AFP PLANVITAL,Bolsa Electrónica,2023-Q3,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,11954438,false
BCP-2029,Bolsa de Santiago,2023-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9928707,true
BCI AM BALANCEADO,Bolsa Electrónica,2023-Q3,Ganancia Capital,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,9964775,false
BCP-2031,Bolsa de Santiago,2024-Q3,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,8013756,true
FALABELLA,Bolsa de Santiago,2024-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,536363,true
BCP-2029,Bolsa de Santiago,2023-Q1,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.025,0.025,6671402,true
BCP-2030,Bolsa de Santiago,2023-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7341114,true
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2024-Q4,Ganancia Capital,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4998342,true
BCP-2032,Bolsa de Santiago,2023-Q2,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,8854252,true
BCI AM DEUDA,Bolsa Electrónica,2024-Q2,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4041065,false
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2024-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3783072,false
BANCO SANTANDER,Bolsa de Santiago,2024-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2568078,true
SECURITY AM ACCIONES,Bolsa Electrónica,2022-Q2,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5095725,false
BCP-2029,Bolsa de Santiago,2023-Q1,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,7071436,true
SALFACORP,Bolsa de Santiago,2023-Q2,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1123039,true
ENTEL,Bolsa de Santiago,2024-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2648207,true
CCU,Bolsa de Santiago,2024-Q2,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3950448,true
SECURITY AM BONOS,Bolsa Electrónica,2024-Q1,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6653481,true
CMPC,Bolsa de Santiago,2021-Q1,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,3768457,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2022-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7580233,true
BTU-2024,Bolsa de Santiago,2022-Q3,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,4135773,true
SECURITY AM BONOS,Bolsa Electrónica,2022-Q2,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,3366080,true
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2021-Q4,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,7866965,true
SECURITY,Bolsa de Santiago,2024-Q2,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3242716,true
BCU-2025,Bolsa de Santiago,2021-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6234328,true
VAPORES,Bolsa de Santiago,2024-Q4,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,3333060,true
SQM-B,Bolsa de Santiago,2023-Q4,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,3019264,true
BANCO BCI,Bolsa de Santiago,2022-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3007109,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2021-Q2,Ganancia Capital,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,7156454,false
IANSA,Bolsa de Santiago,2024-Q2,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,3296994,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2023-Q1,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8316509,true
BCP-2031,Bolsa de Santiago,2023-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5080170,true
BESALCO,Bolsa de Santiago,2021-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4083498,true
FONDO MUTUO AFP PLANVITAL,Bolsa Electrónica,2021-Q1,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2918758,false
BONO CMPC 2026,Bolsa de Santiago,2021-Q2,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,1696652,true
BONO BANCO CHILE 2028,Bolsa de Santiago,2021-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7159122,true
SANTANDER AM RENTA FIJA,Bolsa Electrónica,2023-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,11636004,false
BONO SANTANDER 2027,Bolsa de Santiago,2021-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6118780,true
BONO COPEC 2029,Bolsa de Santiago,2022-Q2,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,1694477,true
FALABELLA,Bolsa de Santiago,2023-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2696760,true
ENDESA,Bolsa de Santiago,2021-Q1,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,4933932,true
BONO BANCO CHILE 2028,Bolsa de Santiago,2023-Q3,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,3626673,true
BCU-2024,Bolsa de Santiago,2021-Q1,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,8135921,true
BONO SQM 2028,Bolsa de Santiago,2022-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1790983,true
BCP-2026,Bolsa de Santiago,2024-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2582798,true
BCP-2026,Bolsa de Santiago,2024-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6303136,true
BONO ENEX 2027,Bolsa de Santiago,2023-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2747464,true
BCU-2027,Bolsa de Santiago,2021-Q3,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,5911013,true
BCP-2027,Bolsa de Santiago,2024-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6113738,true
BCP-2031,Bolsa de Santiago,2024-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8021722,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2023-Q1,Ganancia Capital,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,7095720,false
BONO CENCOSUD 2030,Bolsa de Santiago,2023-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5821918,true
BONO ENDESA 2029,Bolsa de Santiago,2022-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5193353,true
